holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,286.62,0.00,0.00,18,Clear,sky is clear,2016-10-22 13:00:00,2264
None,285.06,0.00,0.00,55,Clouds,broken clouds,2016-10-22 14:00:00,2278
None,285.35,4.83,0.00,84,Rain,light rain,2016-10-22 15:00:00,1892
None,286.24,0.00,1.94,95,Snow,heavy snow,2016-10-22 16:00:00,1673
None,283.59,0.00,0.00,5,Clear,sky is clear,2016-10-22 17:00:00,1555
None,282.69,0.00,1.90,70,Snow,light snow,2016-10-22 18:00:00,1024
None,286.69,0.00,0.00,97,Clouds,broken clouds,2016-10-22 19:00:00,1124
None,282.78,0.00,0.00,13,Clear,sky is clear,2016-10-22 20:00:00,1224
None,280.10,0.00,0.00,19,Clear,sky is clear,2016-10-22 21:00:00,1130
None,279.84,0.00,0.00,20,Clear,sky is clear,2016-10-22 22:00:00,806
None,276.73,0.00,0.00,18,Clear,sky is clear,2016-10-22 23:00:00,820
None,275.39,0.00,0.00,52,Clouds,scattered clouds,2016-10-23 00:00:00,1097
None,279.73,0.00,0.00,5,Clear,sky is clear,2016-10-23 01:00:00,329
None,274.53,1.38,0.00,68,Rain,light rain,2016-10-23 02:00:00,822
None,275.25,0.00,0.00,77,Clouds,scattered clouds,2016-10-23 03:00:00,971
None,273.52,0.00,0.00,17,Clear,sky is clear,2016-10-23 04:00:00,1062
None,277.71,0.00,0.00,52,Clouds,scattered clouds,2016-10-23 05:00:00,1268
None,277.45,0.00,0.00,68,Mist,mist,2016-10-23 06:00:00,1338
None,278.56,0.00,0.00,95,Clouds,broken clouds,2016-10-23 07:00:00,1055
None,285.95,0.00,0.00,17,Clear,sky is clear,2016-10-23 08:00:00,1539
None,280.92,0.00,0.00,6,Clear,sky is clear,2016-10-23 09:00:00,1979
None,281.69,0.00,0.00,83,Clouds,scattered clouds,2016-10-23 10:00:00,2158
None,284.06,0.00,0.00,16,Clear,sky is clear,2016-10-23 11:00:00,2284
None,286.21,0.00,2.84,54,Snow,light snow,2016-10-23 12:00:00,1615
None,286.56,0.00,0.00,82,Clouds,scattered clouds,2016-10-23 13:00:00,2649
None,286.48,0.00,0.00,6,Clear,sky is clear,2016-10-23 14:00:00,2126
None,286.93,0.00,0.00,13,Clear,sky is clear,2016-10-23 15:00:00,2449
None,287.03,0.00,0.00,16,Clear,sky is clear,2016-10-23 16:00:00,2134
None,282.74,0.00,0.00,66,Clouds,scattered clouds,2016-10-23 17:00:00,1345
None,284.29,0.00,0.00,41,Clouds,scattered clouds,2016-10-23 18:00:00,1926
None,282.62,0.00,0.00,51,Mist,mist,2016-10-23 19:00:00,1388
None,281.99,0.00,0.00,4,Clear,sky is clear,2016-10-23 20:00:00,1116
None,283.17,0.00,0.00,75,Clouds,scattered clouds,2016-10-23 21:00:00,1083
None,277.09,0.00,1.65,54,Snow,light snow,2016-10-23 22:00:00,489
None,279.46,0.00,0.00,76,Haze,haze,2016-10-23 23:00:00,892
None,277.21,0.00,0.00,61,Clouds,scattered clouds,2016-10-24 00:00:00,334
None,278.81,0.00,0.00,19,Clear,sky is clear,2016-10-24 01:00:00,1079
None,276.73,0.00,0.00,42,Clouds,broken clouds,2016-10-24 02:00:00,818
None,276.75,0.00,0.00,61,Clouds,scattered clouds,2016-10-24 03:00:00,927
None,281.10,0.00,0.00,13,Clear,sky is clear,2016-10-24 04:00:00,1052
None,275.72,0.00,0.00,9,Clear,sky is clear,2016-10-24 05:00:00,1821
None,280.14,0.00,3.24,73,Snow,light snow,2016-10-24 06:00:00,2157
None,281.02,0.00,0.00,41,Clouds,broken clouds,2016-10-24 07:00:00,3626
None,281.68,0.00,0.00,87,Clouds,scattered clouds,2016-10-24 08:00:00,3434
None,280.83,0.00,3.05,92,Snow,light snow,2016-10-24 09:00:00,1868
None,286.16,0.00,0.00,63,Clouds,broken clouds,2016-10-24 10:00:00,3113
None,280.20,0.00,0.00,96,Clouds,broken clouds,2016-10-24 11:00:00,2859
None,283.96,0.00,0.00,15,Clear,sky is clear,2016-10-24 12:00:00,2988
None,284.02,0.00,0.00,0,Clear,sky is clear,2016-10-24 13:00:00,3241
None,284.03,1.75,0.00,96,Rain,light rain,2016-10-24 14:00:00,2726
None,288.13,7.32,0.00,96,Rain,light rain,2016-10-24 15:00:00,3278
None,284.40,0.00,0.00,8,Clear,sky is clear,2016-10-24 16:00:00,4044
None,283.44,0.00,0.00,14,Clear,sky is clear,2016-10-24 17:00:00,4153
None,284.43,0.00,0.00,85,Clouds,scattered clouds,2016-10-24 18:00:00,3669
None,283.64,0.00,0.00,16,Clear,sky is clear,2016-10-24 19:00:00,2992
None,282.64,0.00,0.00,10,Clear,sky is clear,2016-10-24 20:00:00,1578
None,277.10,0.00,0.00,15,Clear,sky is clear,2016-10-24 21:00:00,1166
None,283.34,0.00,0.00,6,Clear,sky is clear,2016-10-24 22:00:00,1163
None,274.09,0.00,0.00,0,Clear,sky is clear,2016-10-24 23:00:00,596
None,277.75,0.00,0.00,6,Clear,sky is clear,2016-10-25 00:00:00,622
None,277.72,0.00,0.00,54,Clouds,scattered clouds,2016-10-25 01:00:00,603
None,279.89,0.00,0.00,3,Clear,sky is clear,2016-10-25 02:00:00,648
None,273.51,0.00,0.00,11,Clear,sky is clear,2016-10-25 03:00:00,957
None,276.24,0.00,0.00,58,Clouds,scattered clouds,2016-10-25 04:00:00,1113
None,275.22,0.00,0.00,87,Clouds,scattered clouds,2016-10-25 05:00:00,1571
None,280.35,0.00,0.00,13,Clear,sky is clear,2016-10-25 06:00:00,3023
None,279.12,0.00,0.00,52,Clouds,scattered clouds,2016-10-25 07:00:00,3532
None,278.42,0.00,0.00,13,Clear,sky is clear,2016-10-25 08:00:00,3607
None,277.87,0.00,0.00,10,Clear,sky is clear,2016-10-25 09:00:00,2635
None,283.58,0.00,0.00,96,Clouds,scattered clouds,2016-10-25 10:00:00,2642
None,283.09,0.00,0.00,90,Mist,mist,2016-10-25 11:00:00,2128
None,284.78,0.00,0.00,97,Clouds,scattered clouds,2016-10-25 12:00:00,2766
None,284.36,0.00,0.00,18,Clear,sky is clear,2016-10-25 13:00:00,2821
None,284.03,0.00,0.00,0,Clear,sky is clear,2016-10-25 14:00:00,3433
None,285.73,0.00,0.00,94,Clouds,scattered clouds,2016-10-25 15:00:00,3610
None,285.22,0.00,0.00,98,Clouds,scattered clouds,2016-10-25 16:00:00,4473
None,288.80,7.99,0.00,87,Rain,light rain,2016-10-25 17:00:00,3619
None,281.53,0.00,0.00,5,Clear,sky is clear,2016-10-25 18:00:00,3678
None,283.65,0.00,0.00,3,Clear,sky is clear,2016-10-25 19:00:00,2659
None,280.27,0.00,0.00,11,Clear,sky is clear,2016-10-25 20:00:00,2036
None,283.41,0.00,0.00,3,Clear,sky is clear,2016-10-25 21:00:00,1240
None,285.70,0.00,0.00,42,Clouds,scattered clouds,2016-10-25 22:00:00,655
None,282.02,0.00,0.00,15,Clear,sky is clear,2016-10-25 23:00:00,1077
None,279.49,6.18,0.00,78,Rain,moderate rain,2016-10-26 00:00:00,806
None,277.88,0.00,0.00,6,Clear,sky is clear,2016-10-26 01:00:00,829
None,276.84,0.00,0.00,0,Clear,sky is clear,2016-10-26 02:00:00,869
None,275.38,0.00,0.00,8,Clear,sky is clear,2016-10-26 03:00:00,792
None,277.77,0.00,0.00,5,Clear,sky is clear,2016-10-26 04:00:00,897
None,279.76,0.00,0.00,85,Clouds,scattered clouds,2016-10-26 05:00:00,1445
None,282.65,0.00,1.35,68,Snow,light snow,2016-10-26 06:00:00,1301
None,278.72,4.72,0.00,69,Rain,light rain,2016-10-26 07:00:00,2516
None,281.71,0.00,0.00,59,Clouds,broken clouds,2016-10-26 08:00:00,3389
None,280.33,0.00,0.00,41,Clouds,scattered clouds,2016-10-26 09:00:00,2479
None,282.60,5.06,0.00,68,Rain,moderate rain,2016-10-26 10:00:00,2512
None,282.26,2.92,0.00,82,Rain,light rain,2016-10-26 11:00:00,2152
None,281.93,0.00,0.00,48,Mist,mist,2016-10-26 12:00:00,2427
None,283.05,5.43,0.00,99,Rain,moderate rain,2016-10-26 13:00:00,2965
None,282.54,0.00,0.00,62,Clouds,scattered clouds,2016-10-26 14:00:00,3169
None,285.13,0.00,0.64,62,Snow,light snow,2016-10-26 15:00:00,2674
None,286.10,0.00,0.00,78,Fog,fog,2016-10-26 16:00:00,3749
None,286.00,5.07,0.00,67,Rain,moderate rain,2016-10-26 17:00:00,3424
None,289.49,0.00,0.00,20,Clear,sky is clear,2016-10-26 18:00:00,3903
None,283.61,0.00,0.00,47,Clouds,scattered clouds,2016-10-26 19:00:00,2293
None,281.37,0.00,0.00,73,Clouds,broken clouds,2016-10-26 20:00:00,2080
None,281.84,0.00,0.00,1,Clear,sky is clear,2016-10-26 21:00:00,1146
None,276.37,0.00,0.00,71,Clouds,scattered clouds,2016-10-26 22:00:00,1108
None,282.37,0.00,0.00,0,Clear,sky is clear,2016-10-26 23:00:00,672
None,279.43,0.00,0.00,48,Clouds,broken clouds,2016-10-27 00:00:00,969
None,276.56,0.00,0.00,81,Mist,mist,2016-10-27 01:00:00,802
None,279.34,0.00,0.00,3,Clear,sky is clear,2016-10-27 02:00:00,437
None,277.11,0.00,3.93,98,Snow,heavy snow,2016-10-27 03:00:00,519
None,277.08,0.00,0.00,56,Clouds,scattered clouds,2016-10-27 04:00:00,1310
None,274.48,4.13,0.00,68,Rain,light rain,2016-10-27 05:00:00,1654
None,278.84,0.00,0.00,76,Clouds,scattered clouds,2016-10-27 06:00:00,3049
None,279.32,0.00,0.00,20,Haze,haze,2016-10-27 07:00:00,2973
None,277.89,0.00,0.00,0,Clear,sky is clear,2016-10-27 08:00:00,3049
None,280.96,0.00,0.00,70,Fog,fog,2016-10-27 09:00:00,2677
None,281.11,0.00,0.00,51,Clouds,scattered clouds,2016-10-27 10:00:00,2693
None,285.28,0.00,1.62,62,Snow,heavy snow,2016-10-27 11:00:00,2061
None,284.71,5.95,0.00,85,Rain,moderate rain,2016-10-27 12:00:00,2587
None,284.62,1.89,0.00,99,Rain,light rain,2016-10-27 13:00:00,2662
None,286.52,0.00,0.00,49,Clouds,broken clouds,2016-10-27 14:00:00,3177
None,285.37,0.00,0.00,48,Clouds,broken clouds,2016-10-27 15:00:00,4078
None,284.28,0.00,0.00,14,Clear,sky is clear,2016-10-27 16:00:00,4276
None,283.53,0.69,0.00,99,Rain,light rain,2016-10-27 17:00:00,3983
None,282.43,0.00,0.00,85,Clouds,broken clouds,2016-10-27 18:00:00,3635
None,281.81,0.00,0.00,5,Clear,sky is clear,2016-10-27 19:00:00,2419
None,284.63,0.00,0.00,42,Fog,fog,2016-10-27 20:00:00,1421
None,279.23,0.00,0.00,40,Clouds,broken clouds,2016-10-27 21:00:00,1188
None,278.30,0.00,0.00,64,Clouds,broken clouds,2016-10-27 22:00:00,1125
None,281.41,0.00,0.00,74,Clouds,scattered clouds,2016-10-27 23:00:00,799
None,275.71,0.00,0.00,89,Clouds,scattered clouds,2016-10-28 00:00:00,805
None,277.52,0.00,0.00,9,Clear,sky is clear,2016-10-28 01:00:00,713
None,276.90,0.00,0.00,43,Clouds,broken clouds,2016-10-28 02:00:00,605
None,279.65,0.00,0.00,19,Clear,sky is clear,2016-10-28 03:00:00,804
None,277.78,0.00,0.00,14,Clear,sky is clear,2016-10-28 04:00:00,1134
None,276.22,0.00,0.00,87,Clouds,scattered clouds,2016-10-28 05:00:00,1359
None,276.06,0.00,0.00,70,Clouds,scattered clouds,2016-10-28 06:00:00,2984
None,280.51,0.00,0.00,19,Clear,sky is clear,2016-10-28 07:00:00,3756
None,280.96,0.00,0.00,10,Clear,sky is clear,2016-10-28 08:00:00,3497
None,279.36,0.00,0.00,2,Clear,sky is clear,2016-10-28 09:00:00,2555
None,281.92,0.00,0.00,16,Clear,sky is clear,2016-10-28 10:00:00,2369
None,282.98,0.00,0.00,10,Clear,sky is clear,2016-10-28 11:00:00,3035
None,282.92,0.00,0.00,14,Clear,sky is clear,2016-10-28 12:00:00,3060
None,281.64,0.00,0.00,88,Clouds,scattered clouds,2016-10-28 13:00:00,3001
None,285.12,0.35,0.00,64,Rain,moderate rain,2016-10-28 14:00:00,3601
None,282.51,0.00,0.00,88,Mist,mist,2016-10-28 15:00:00,3633
None,284.82,0.00,0.00,45,Fog,fog,2016-10-28 16:00:00,3884
None,284.95,0.00,0.00,14,Clear,sky is clear,2016-10-28 17:00:00,4563
None,286.23,0.00,0.00,86,Clouds,scattered clouds,2016-10-28 18:00:00,4110
None,282.87,0.00,0.00,14,Clear,sky is clear,2016-10-28 19:00:00,2446
None,282.05,0.00,0.00,89,Clouds,broken clouds,2016-10-28 20:00:00,1553
None,277.63,0.00,0.00,59,Clouds,scattered clouds,2016-10-28 21:00:00,1240
None,281.45,0.00,0.00,1,Clear,sky is clear,2016-10-28 22:00:00,926
None,280.45,0.00,0.00,34,Mist,mist,2016-10-28 23:00:00,724
None,282.33,0.00,0.00,8,Clear,sky is clear,2016-10-29 00:00:00,1299
None,278.75,0.00,0.00,94,Clouds,scattered clouds,2016-10-29 01:00:00,1198
None,278.59,0.00,0.00,93,Clouds,scattered clouds,2016-10-29 02:00:00,899
None,277.40,0.00,0.00,2,Clear,sky is clear,2016-10-29 03:00:00,591
None,278.74,0.00,0.62,100,Snow,heavy snow,2016-10-29 04:00:00,447
None,278.34,0.00,0.00,58,Mist,mist,2016-10-29 05:00:00,992
None,276.44,0.00,0.00,85,Clouds,broken clouds,2016-10-29 06:00:00,1363
None,283.51,0.00,0.00,65,Clouds,scattered clouds,2016-10-29 07:00:00,1136
None,281.27,0.00,0.00,3,Clear,sky is clear,2016-10-29 08:00:00,1492
None,282.46,0.00,0.00,5,Clear,sky is clear,2016-10-29 09:00:00,1354
None,281.65,0.00,0.00,11,Clear,sky is clear,2016-10-29 10:00:00,1920
None,281.67,0.00,0.00,56,Clouds,scattered clouds,2016-10-29 11:00:00,2027
None,282.91,0.00,0.00,7,Clear,sky is clear,2016-10-29 12:00:00,2246
None,285.27,0.00,0.00,12,Clear,sky is clear,2016-10-29 13:00:00,2409
None,283.51,0.00,0.00,18,Clear,sky is clear,2016-10-29 14:00:00,2331
None,286.22,0.00,0.00,0,Clear,sky is clear,2016-10-29 15:00:00,2525
None,285.28,0.00,0.00,86,Clouds,scattered clouds,2016-10-29 16:00:00,2160
None,283.79,0.00,0.00,4,Clear,sky is clear,2016-10-29 17:00:00,1908
None,286.03,5.53,0.00,87,Rain,moderate rain,2016-10-29 18:00:00,1131
None,283.20,0.00,0.00,11,Clear,sky is clear,2016-10-29 19:00:00,1203
None,282.57,0.00,0.00,3,Clear,sky is clear,2016-10-29 20:00:00,944
None,278.58,0.00,0.00,95,Clouds,scattered clouds,2016-10-29 21:00:00,913
None,281.56,0.00,0.00,74,Clouds,broken clouds,2016-10-29 22:00:00,791
None,282.13,0.00,0.00,0,Clear,sky is clear,2016-10-29 23:00:00,676
None,278.36,0.00,0.00,61,Clouds,scattered clouds,2016-10-30 00:00:00,865
None,278.00,0.00,0.00,10,Clear,sky is clear,2016-10-30 01:00:00,1123
None,279.88,0.00,0.00,9,Clear,sky is clear,2016-10-30 02:00:00,335
None,276.15,0.00,0.00,4,Clear,sky is clear,2016-10-30 03:00:00,263
None,277.62,0.00,0.00,5,Clear,sky is clear,2016-10-30 04:00:00,395
None,279.15,0.00,0.86,71,Snow,heavy snow,2016-10-30 05:00:00,176
None,280.09,0.00,0.00,20,Clear,sky is clear,2016-10-30 06:00:00,1000
None,277.98,0.00,0.00,9,Clear,sky is clear,2016-10-30 07:00:00,1121
None,281.23,0.00,0.00,0,Clear,sky is clear,2016-10-30 08:00:00,1838
None,280.93,0.00,0.00,20,Clear,sky is clear,2016-10-30 09:00:00,1888
None,285.30,0.00,0.00,3,Clear,sky is clear,2016-10-30 10:00:00,1963
None,284.97,0.00,0.00,5,Clear,sky is clear,2016-10-30 11:00:00,2017
None,280.56,2.33,0.00,76,Rain,light rain,2016-10-30 12:00:00,2907
None,286.77,0.00,0.00,14,Clear,sky is clear,2016-10-30 13:00:00,2573
None,282.09,0.00,0.00,65,Clouds,broken clouds,2016-10-30 14:00:00,2674
None,286.36,0.00,0.00,5,Clear,sky is clear,2016-10-30 15:00:00,2082
None,285.78,0.00,0.00,79,Clouds,scattered clouds,2016-10-30 16:00:00,1561
None,286.02,0.00,0.00,5,Clear,sky is clear,2016-10-30 17:00:00,1923
None,280.87,0.00,0.00,89,Clouds,broken clouds,2016-10-30 18:00:00,1695
None,287.01,0.00,0.00,12,Clear,sky is clear,2016-10-30 19:00:00,1511
None,284.90,0.00,0.00,77,Clouds,scattered clouds,2016-10-30 20:00:00,1205
None,278.74,0.00,0.00,18,Clear,sky is clear,2016-10-30 21:00:00,1122
None,281.70,0.00,0.00,16,Clear,sky is clear,2016-10-30 22:00:00,741
None,280.09,7.20,0.00,72,Rain,light rain,2016-10-30 23:00:00,634
None,279.86,0.00,0.00,44,Clouds,broken clouds,2016-10-31 00:00:00,597
None,271.32,0.00,4.11,69,Snow,heavy snow,2016-10-31 01:00:00,526
None,277.25,0.00,0.00,76,Haze,haze,2016-10-31 02:00:00,732
None,279.91,1.11,0.00,80,Rain,light rain,2016-10-31 03:00:00,876
None,277.46,0.00,0.00,19,Clear,sky is clear,2016-10-31 04:00:00,1149
None,279.43,0.00,3.52,68,Snow,heavy snow,2016-10-31 05:00:00,992
None,272.04,0.00,0.00,4,Clear,sky is clear,2016-10-31 06:00:00,3132
None,276.09,0.00,0.00,98,Clouds,broken clouds,2016-10-31 07:00:00,3930
None,281.59,0.00,0.00,1,Clear,sky is clear,2016-10-31 08:00:00,3147
None,281.19,0.00,0.00,75,Clouds,scattered clouds,2016-10-31 09:00:00,2398
None,283.80,0.00,0.00,9,Clear,sky is clear,2016-10-31 10:00:00,2627
None,282.05,0.00,0.00,82,Clouds,broken clouds,2016-10-31 11:00:00,2378
None,283.71,0.00,0.00,4,Clear,sky is clear,2016-10-31 12:00:00,2955
None,285.72,0.00,4.10,57,Snow,heavy snow,2016-10-31 13:00:00,2125
None,287.09,0.00,0.00,15,Clear,sky is clear,2016-10-31 14:00:00,3003
None,286.33,0.00,0.00,84,Clouds,scattered clouds,2016-10-31 15:00:00,4333
None,283.77,0.00,0.00,16,Clear,sky is clear,2016-10-31 16:00:00,4588
None,283.83,0.00,0.00,45,Clouds,scattered clouds,2016-10-31 17:00:00,4279
None,283.70,0.00,0.00,89,Clouds,broken clouds,2016-10-31 18:00:00,3252
None,284.36,0.00,0.00,1,Clear,sky is clear,2016-10-31 19:00:00,2831
None,281.56,0.00,0.00,57,Clouds,scattered clouds,2016-10-31 20:00:00,1811
None,280.05,4.17,0.00,77,Rain,light rain,2016-10-31 21:00:00,1504
None,284.76,0.00,0.00,18,Clear,sky is clear,2016-10-31 22:00:00,1062
None,277.88,0.00,0.00,48,Clouds,broken clouds,2016-10-31 23:00:00,853
None,267.72,0.00,0.00,12,Clear,sky is clear,2016-11-01 00:00:00,550
None,271.38,0.00,0.00,89,Clouds,scattered clouds,2016-11-01 01:00:00,582
None,269.63,0.00,0.00,60,Clouds,scattered clouds,2016-11-01 02:00:00,689
None,268.58,2.72,0.00,81,Rain,moderate rain,2016-11-01 03:00:00,488
None,269.58,0.00,0.00,83,Clouds,broken clouds,2016-11-01 04:00:00,1328
None,266.52,0.00,0.00,8,Clear,sky is clear,2016-11-01 05:00:00,1969
None,268.86,0.00,0.00,12,Clear,sky is clear,2016-11-01 06:00:00,2582
None,274.28,0.00,0.00,93,Clouds,scattered clouds,2016-11-01 07:00:00,3241
None,274.14,6.68,0.00,96,Rain,moderate rain,2016-11-01 08:00:00,2829
None,275.00,0.00,0.00,8,Clear,sky is clear,2016-11-01 09:00:00,3031
None,271.48,0.00,0.00,42,Clouds,broken clouds,2016-11-01 10:00:00,2850
None,276.60,0.00,0.00,16,Clear,sky is clear,2016-11-01 11:00:00,2709
None,277.48,0.00,0.00,14,Clear,sky is clear,2016-11-01 12:00:00,2579
None,275.60,0.00,0.00,20,Clear,sky is clear,2016-11-01 13:00:00,2730
None,277.43,0.00,0.00,18,Clear,sky is clear,2016-11-01 14:00:00,3554
None,273.17,0.00,0.18,93,Snow,light snow,2016-11-01 15:00:00,2687
None,276.38,2.70,0.00,82,Rain,light rain,2016-11-01 16:00:00,3807
None,274.09,0.00,0.00,36,Haze,haze,2016-11-01 17:00:00,4593
None,277.69,0.00,0.00,8,Clear,sky is clear,2016-11-01 18:00:00,3651
None,273.65,0.00,0.00,4,Clear,sky is clear,2016-11-01 19:00:00,2923
None,274.87,0.00,0.00,81,Clouds,scattered clouds,2016-11-01 20:00:00,1607
None,272.75,0.00,0.00,7,Clear,sky is clear,2016-11-01 21:00:00,1095
None,271.58,0.00,0.00,79,Clouds,scattered clouds,2016-11-01 22:00:00,558
None,270.26,0.00,0.00,57,Haze,haze,2016-11-01 23:00:00,1085
None,271.39,0.00,0.00,5,Clear,sky is clear,2016-11-02 00:00:00,894
None,270.52,0.00,0.00,3,Clear,sky is clear,2016-11-02 01:00:00,863
None,270.57,0.00,0.00,4,Clear,sky is clear,2016-11-02 02:00:00,446
None,268.26,0.00,0.00,69,Mist,mist,2016-11-02 03:00:00,1110
None,267.50,0.00,0.00,49,Fog,fog,2016-11-02 04:00:00,746
None,269.29,0.00,0.00,73,Clouds,broken clouds,2016-11-02 05:00:00,1610
None,270.02,0.00,0.00,16,Clear,sky is clear,2016-11-02 06:00:00,2918
None,266.26,5.46,0.00,87,Rain,moderate rain,2016-11-02 07:00:00,2875
None,273.49,0.00,0.00,7,Clear,sky is clear,2016-11-02 08:00:00,3203
None,272.12,0.00,0.00,91,Clouds,broken clouds,2016-11-02 09:00:00,2858
None,274.58,0.00,0.00,77,Clouds,scattered clouds,2016-11-02 10:00:00,2926
None,278.20,7.47,0.00,74,Rain,light rain,2016-11-02 11:00:00,2787
None,275.83,4.71,0.00,91,Rain,light rain,2016-11-02 12:00:00,2901
None,276.16,0.00,0.00,82,Clouds,broken clouds,2016-11-02 13:00:00,3599
None,276.22,0.00,0.00,9,Clear,sky is clear,2016-11-02 14:00:00,2961
None,280.28,0.00,0.00,46,Mist,mist,2016-11-02 15:00:00,3582
None,275.53,0.00,0.00,90,Clouds,broken clouds,2016-11-02 16:00:00,4222
None,274.36,0.00,0.00,68,Clouds,scattered clouds,2016-11-02 17:00:00,4211
None,276.30,0.00,0.00,4,Clear,sky is clear,2016-11-02 18:00:00,3744
None,276.59,0.00,0.00,51,Clouds,scattered clouds,2016-11-02 19:00:00,2483
None,280.14,0.00,0.00,16,Clear,sky is clear,2016-11-02 20:00:00,1460
None,273.30,0.00,0.00,32,Mist,mist,2016-11-02 21:00:00,1117
None,270.46,0.00,0.00,1,Clear,sky is clear,2016-11-02 22:00:00,916
None,268.50,0.00,0.60,85,Snow,light snow,2016-11-02 23:00:00,498
None,267.15,0.00,0.00,42,Mist,mist,2016-11-03 00:00:00,1152
None,268.07,0.00,0.00,0,Clear,sky is clear,2016-11-03 01:00:00,833
None,271.56,2.56,0.00,84,Rain,light rain,2016-11-03 02:00:00,652
None,271.65,0.00,0.00,14,Clear,sky is clear,2016-11-03 03:00:00,661
None,269.80,3.45,0.00,63,Rain,light rain,2016-11-03 04:00:00,792
None,268.15,0.00,0.00,50,Clouds,scattered clouds,2016-11-03 05:00:00,1939
None,273.63,0.00,0.00,91,Clouds,scattered clouds,2016-11-03 06:00:00,2913
None,269.88,0.00,0.00,48,Clouds,scattered clouds,2016-11-03 07:00:00,3553
None,272.11,0.00,0.00,16,Clear,sky is clear,2016-11-03 08:00:00,3553
None,271.65,0.00,0.00,8,Clear,sky is clear,2016-11-03 09:00:00,2594
None,273.86,0.00,0.00,99,Clouds,scattered clouds,2016-11-03 10:00:00,2826
None,273.31,0.00,1.54,82,Snow,light snow,2016-11-03 11:00:00,2048
None,276.48,2.06,0.00,91,Rain,light rain,2016-11-03 12:00:00,2655
None,275.56,0.00,0.00,42,Clouds,scattered clouds,2016-11-03 13:00:00,3420
None,279.05,0.00,0.00,97,Clouds,broken clouds,2016-11-03 14:00:00,3209
None,275.28,0.00,0.00,34,Mist,mist,2016-11-03 15:00:00,3648
None,278.80,0.00,0.00,14,Clear,sky is clear,2016-11-03 16:00:00,4371
None,276.42,5.36,0.00,73,Rain,light rain,2016-11-03 17:00:00,3883
None,274.00,2.05,0.00,86,Rain,light rain,2016-11-03 18:00:00,3516
None,273.09,0.00,0.00,10,Clear,sky is clear,2016-11-03 19:00:00,2632
None,273.75,0.00,0.00,60,Mist,mist,2016-11-03 20:00:00,1280
None,275.20,0.00,0.00,63,Clouds,scattered clouds,2016-11-03 21:00:00,868
None,270.43,2.43,0.00,78,Rain,moderate rain,2016-11-03 22:00:00,635
None,271.88,0.00,0.00,17,Clear,sky is clear,2016-11-03 23:00:00,818
None,270.68,0.00,0.00,6,Clear,sky is clear,2016-11-04 00:00:00,961
None,267.65,0.00,0.00,90,Clouds,scattered clouds,2016-11-04 01:00:00,624
None,271.42,0.00,0.00,49,Clouds,broken clouds,2016-11-04 02:00:00,434
None,271.52,0.00,0.00,3,Clear,sky is clear,2016-11-04 03:00:00,830
None,267.96,0.91,0.00,70,Rain,light rain,2016-11-04 04:00:00,725
None,269.19,0.00,0.48,100,Snow,heavy snow,2016-11-04 05:00:00,1015
None,269.97,0.00,0.00,13,Clear,sky is clear,2016-11-04 06:00:00,2761
None,269.25,0.00,0.00,16,Clear,sky is clear,2016-11-04 07:00:00,3332
None,270.95,0.00,0.00,80,Clouds,scattered clouds,2016-11-04 08:00:00,3287
None,270.39,5.59,0.00,61,Rain,light rain,2016-11-04 09:00:00,2491
None,274.09,0.00,0.00,13,Clear,sky is clear,2016-11-04 10:00:00,2406
None,272.98,0.00,0.00,41,Clouds,scattered clouds,2016-11-04 11:00:00,2944
None,280.87,0.00,0.00,1,Clear,sky is clear,2016-11-04 12:00:00,3211
None,274.14,5.02,0.00,65,Rain,moderate rain,2016-11-04 13:00:00,2752
None,274.40,0.00,0.00,7,Clear,sky is clear,2016-11-04 14:00:00,3356
None,277.04,0.00,0.00,11,Clear,sky is clear,2016-11-04 15:00:00,3860
None,279.96,0.00,0.00,68,Clouds,scattered clouds,2016-11-04 16:00:00,4471
None,279.87,4.19,0.00,100,Rain,moderate rain,2016-11-04 17:00:00,3827
None,277.10,0.00,0.00,1,Clear,sky is clear,2016-11-04 18:00:00,3512
None,274.50,0.00,0.00,92,Clouds,broken clouds,2016-11-04 19:00:00,2676
None,275.29,0.00,0.00,17,Clear,sky is clear,2016-11-04 20:00:00,1436
None,275.58,0.00,0.00,2,Clear,sky is clear,2016-11-04 21:00:00,1031
None,272.35,0.00,0.00,19,Clear,sky is clear,2016-11-04 22:00:00,1153
None,269.49,0.00,0.00,10,Clear,sky is clear,2016-11-04 23:00:00,1080
None,267.85,0.00,0.00,5,Clear,sky is clear,2016-11-05 00:00:00,886
None,270.52,0.00,0.00,12,Clear,sky is clear,2016-11-05 01:00:00,693
None,268.39,0.43,0.00,71,Rain,moderate rain,2016-11-05 02:00:00,773
None,273.06,0.00,0.00,5,Clear,sky is clear,2016-11-05 03:00:00,1109
None,273.06,0.00,0.00,19,Clear,sky is clear,2016-11-05 04:00:00,639
None,269.19,1.09,0.00,79,Rain,light rain,2016-11-05 05:00:00,640
None,271.98,0.00,0.00,79,Clouds,scattered clouds,2016-11-05 06:00:00,1067
None,268.55,0.92,0.00,86,Rain,light rain,2016-11-05 07:00:00,1100
None,273.52,0.00,0.00,71,Clouds,scattered clouds,2016-11-05 08:00:00,1741
None,272.49,0.67,0.00,62,Rain,light rain,2016-11-05 09:00:00,1483
